SMILES,Comment,RDKit_SMILES (REINVENT),Score,QED,MW,Tanimoto,Alerts,QED (raw),MW (raw),Tanimoto (raw),Alerts (raw),matchting_patterns (Alerts)
CC(=O)C=Cc1ccc2c(c1)CCN(C)C2,,CC(=O)C=Cc1ccc2c(c1)CCN(C)C2,0.3923488365795601,0.7053507337911801,0.80357885,0.10655737704918032,1.0,0.7053507337911801,215.29599999999994,0.10655737704918032,1.0,[]
CNCc1cc(Cl)c(NC(=O)c2cccc(Br)c2)cc1OC,,CNCc1cc(Cl)c(NC(=O)c2cccc(Br)c2)cc1OC,0.5366084120556339,0.8176634568013806,0.99997777,0.1889763779527559,1.0,0.8176634568013806,383.6730000000001,0.1889763779527559,1.0,[]
COc1ccc(C(C)NC(C)CC(F)(F)F)cc1,,COc1ccc(C(C)NC(C)CC(F)(F)F)cc1,0.46129231933848525,0.8724796927393706,0.9964764,0.11290322580645161,1.0,0.8724796927393706,261.2869999999999,0.11290322580645161,1.0,[]
COc1cc(-c2ccc(N)n2C(C)C)ccc1OC(C)=O,,COc1cc(-c2ccc(N)n2C(C)C)ccc1OC(C)=O,0.4868202487871338,0.6924432648023406,0.9997076,0.16666666666666666,1.0,0.6924432648023406,288.34700000000004,0.16666666666666666,1.0,[]
Fc1ccc(F)c(COc2ccc3ccccc3c2)c1,,Fc1ccc(F)c(COc2ccc3ccccc3c2)c1,0.5463178387875609,0.6701245462973644,0.99845755,0.24369747899159663,1.0,0.6701245462973644,270.278,0.24369747899159663,1.0,[]
COCC1CCC(NCC2CCSC2)CC1,,COCC1CCC(NCC2CCSC2)CC1,0.28713687208545674,0.8015870522912371,0.9819919,0.03007518796992481,1.0,0.8015870522912371,243.41599999999994,0.03007518796992481,1.0,[]
CCCOCCC(=O)NCCN1CCCC(O)CC1,,CCCOCCC(=O)NCCN1CCCC(O)CC1,0.34940501695551424,0.6406645828488575,0.99872977,0.06666666666666667,1.0,0.6406645828488575,272.389,0.06666666666666667,1.0,[]
O=C(C1CNc2ncccc2O1)N1CC(F)CCOC1c1ccccc1,,O=C(C1CNc2ncccc2O1)N1CC(F)CCOC1c1ccccc1,0.5060682610777821,0.8949049084564885,0.99999803,0.14482758620689656,1.0,0.8949049084564885,357.385,0.14482758620689656,1.0,[]
O=C(NCC(=O)N1CCCCC1)c1ccncc1,,O=C(NCC(=O)N1CCCCC1)c1ccncc1,0.452849657467494,0.8599610692592119,0.98733675,0.109375,1.0,0.8599610692592119,247.298,0.109375,1.0,[]
CC1(C)CCC(N(CCCN)C(=O)OC(C)(C)C)CC1,,CC1(C)CCC(N(CCCN)C(=O)OC(C)(C)C)CC1,0.33499252940987,0.8587300569466816,0.99958116,0.043795620437956206,1.0,0.8587300569466816,284.444,0.043795620437956206,1.0,[]
CCO[PH](=O)C(C)NSCC,,CCO[PH](=O)C(C)NSCC,0.2296857148491398,0.5224656169658809,0.4367888,0.05309734513274336,1.0,0.5224656169658809,197.23999999999998,0.05309734513274336,1.0,[]
CC(=O)NCCCC(=O)Nc1nnc(S(N)(=O)=O)s1,,CC(=O)NCCCC(=O)Nc1nnc(S(N)(=O)=O)s1,0.37858053341542597,0.45580198859811133,0.9999492,0.11904761904761904,1.0,0.45580198859811133,307.3570000000001,0.11904761904761904,1.0,[]
NSc1ccc2c(c1)CCO2,,NSc1ccc2c(c1)CCO2,0.13379162432727884,0.644966709872846,0.04662142,0.07964601769911504,1.0,0.644966709872846,167.23299999999995,0.07964601769911504,1.0,[]
O=C(CNC(=O)c1ccccc1)NC1CCCCC1,,O=C(CNC(=O)c1ccccc1)NC1CCCCC1,0.45208134632724944,0.8678925140722024,0.99615544,0.10687022900763359,1.0,0.8678925140722024,260.337,0.10687022900763359,1.0,[]
Cc1ccc(=O)n(CCN2CCCNCC2)n1,,Cc1ccc(=O)n(CCN2CCCNCC2)n1,0.41666933877478407,0.7925837062259639,0.9659441,0.09448818897637795,1.0,0.7925837062259639,236.31899999999996,0.09448818897637795,1.0,[]
Cc1nc(C(C)N(C)C(=O)O)nn1C,,Cc1nc(C(C)N(C)C(=O)O)nn1C,0.2741029333453543,0.7623382836961893,0.45924273,0.058823529411764705,1.0,0.7623382836961893,198.226,0.058823529411764705,1.0,[]
COCCOC(=O)CCSc1ccc(F)cc1,,COCCOC(=O)CCSc1ccc(F)cc1,0.39963458704586674,0.4274769653975624,0.99537164,0.15,1.0,0.4274769653975624,258.31399999999996,0.15,1.0,[]
CCc1nc(CN2CCN(CC(=O)NCC(F)(F)F)CC2)no1,,CCc1nc(CN2CCN(CC(=O)NCC(F)(F)F)CC2)no1,0.40949687749814423,0.8125696538167602,0.9999961,0.08450704225352113,1.0,0.8125696538167602,335.3300000000001,0.08450704225352113,1.0,[]
COc1ccc(S(=O)(=O)c2ccc3ccccc3c2)cc1,,COc1ccc(S(=O)(=O)c2ccc3ccccc3c2)cc1,0.5539011532144076,0.7405410486894006,0.9998837,0.22950819672131148,1.0,0.7405410486894006,298.36300000000006,0.22950819672131148,1.0,[]
CCc1nc(-c2cc(OC)cc(OC)c2)sc1C(C)=O,,CCc1nc(-c2cc(OC)cc(OC)c2)sc1C(C)=O,0.4919720219336858,0.7898312510988986,0.9997787,0.15079365079365079,1.0,0.7898312510988986,291.372,0.15079365079365079,1.0,[]
CCc1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,,CCc1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,0.4578246512492396,0.858688704490899,0.9983328,0.11194029850746269,1.0,0.858688704490899,269.4319999999999,0.11194029850746269,1.0,[]
COc1ccccc1-c1nc(CCl)cs1,,COc1ccccc1-c1nc(CCl)cs1,0.4558792253930445,0.7645137274204378,0.9748884,0.1271186440677966,1.0,0.7645137274204378,239.72699999999998,0.1271186440677966,1.0,[]
COCCNC(=O)c1ccc(OCc2ccccc2)c(OC)c1,,COCCNC(=O)c1ccc(OCc2ccccc2)c(OC)c1,0.5172087970139594,0.7609759997825357,0.99997574,0.18181818181818182,1.0,0.7609759997825357,315.369,0.18181818181818182,1.0,[]
COC(=O)CC(=O)Nc1ccc(C(C)=O)cc1,,COC(=O)CC(=O)Nc1ccc(C(C)=O)cc1,0.43205137660251886,0.4859888713928124,0.96251583,0.1724137931034483,1.0,0.4859888713928124,235.239,0.1724137931034483,1.0,[]
CC(C)C(CO)NC1CSC(C)(C)C1,,CC(C)C(CO)NC1CSC(C)(C)C1,0.24759120184672603,0.7539305585884352,0.83209854,0.024193548387096774,1.0,0.7539305585884352,217.37799999999996,0.024193548387096774,1.0,[]
Cc1ccccc1OCC(=O)N1CCC(C(=O)NC(C)c2ccccc2F)CC1,,Cc1ccccc1OCC(=O)N1CCC(C(=O)NC(C)c2ccccc2F)CC1,0.5241000439377522,0.8084624709038645,0.9999131,0.1780821917808219,1.0,0.8084624709038645,398.4780000000001,0.1780821917808219,1.0,[]
CC(C)(C)c1ccc(OCc2ncn[nH]2)cc1,,CC(C)(C)c1ccc(OCc2ncn[nH]2)cc1,0.48979281617473847,0.8831404699306906,0.9469868,0.14049586776859505,1.0,0.8831404699306906,231.299,0.14049586776859505,1.0,[]
COCCSCc1cccc(C)c1,,COCCSCc1cccc(C)c1,0.30746587137804615,0.6696702426925154,0.41595504,0.10434782608695652,1.0,0.6696702426925154,196.31500000000003,0.10434782608695652,1.0,[]
CC(C)(C)OC(=O)N1CCC(=O)C(Nc2nc3cccc(Br)c3s2)C1,,CC(C)(C)OC(=O)N1CCC(=O)C(Nc2nc3cccc(Br)c3s2)C1,0.45443971874621325,0.7848003623048531,0.9988703,0.11971830985915492,1.0,0.7848003623048531,426.33600000000007,0.11971830985915492,1.0,[]
CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,,CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.43284677088853274,0.5819000508117518,0.99195194,0.14049586776859505,1.0,0.5819000508117518,252.27,0.14049586776859505,1.0,[]
COc1ccc(CCC(=O)N(CC(N)=O)C2CCCCC2)cc1,,COc1ccc(CCC(=O)N(CC(N)=O)C2CCCCC2)cc1,0.4691015247535776,0.8379897394722607,0.99998164,0.12318840579710146,1.0,0.8379897394722607,318.4170000000001,0.12318840579710146,1.0,[]
CCC(=O)OCC(N)CCCOC,,CCC(=O)OCC(N)CCCOC,0.19659029410637788,0.4726408352967894,0.2709811,0.059322033898305086,1.0,0.4726408352967894,189.25499999999997,0.059322033898305086,1.0,[]
CCc1nsc(NCc2c(C)nn(C)c2C)n1,,CCc1nsc(NCc2c(C)nn(C)c2C)n1,0.4275940240448757,0.9034163868713725,0.9912537,0.0873015873015873,1.0,0.9034163868713725,251.35899999999998,0.0873015873015873,1.0,[]
CC1CCN(c2ccc(C(=O)O)c(Br)c2)CC1,,CC1CCN(c2ccc(C(=O)O)c(Br)c2)CC1,0.4695421083164645,0.9096034584520916,0.99988174,0.11382113821138211,1.0,0.9096034584520916,298.18000000000006,0.11382113821138211,1.0,[]
Cc1ccc(-c2cn3c(O)c(-n4cncn4)c(C)c(C#N)c3n2)cc1C,,Cc1ccc(-c2cn3c(O)c(-n4cncn4)c(C)c(C#N)c3n2)cc1C,0.45485359432372496,0.6031315956243591,0.99999833,0.15602836879432624,1.0,0.6031315956243591,344.3780000000001,0.15602836879432624,1.0,[]
CS(=O)(=O)c1ccc2c(c1)nc(C1CCOCC1)n2CCO,,CS(=O)(=O)c1ccc2c(c1)nc(C1CCOCC1)n2CCO,0.5079287615250709,0.9172993054191474,0.99998945,0.14285714285714285,1.0,0.9172993054191474,324.4020000000001,0.14285714285714285,1.0,[]
Cc1ccc(Cn2c(C)cc(C=NO)c2C)cc1,,Cc1ccc(Cn2c(C)cc(C=NO)c2C)cc1,0.40774118433270234,0.5004150572189084,0.9801208,0.13821138211382114,1.0,0.5004150572189084,242.32200000000003,0.13821138211382114,1.0,[]
CC(CNC(=O)C(=O)NC(C)(C)C)N(C)C,,CC(CNC(=O)C(=O)NC(C)(C)C)N(C)C,0.3290359133092755,0.6679779233477456,0.9370762,0.056910569105691054,1.0,0.6679779233477456,229.32399999999998,0.056910569105691054,1.0,[]
CCn1nc(-c2ccc(Br)c(OC)c2F)c2ccccc21,,CCn1nc(-c2ccc(Br)c(OC)c2F)c2ccccc21,0.5095858855496215,0.6892097851722508,0.9999989,0.192,1.0,0.6892097851722508,349.20300000000003,0.192,1.0,[]
COC(C)C(=O)Nc1cc(C)ccn1,,COC(C)C(=O)Nc1cc(C)ccn1,0.32996462687231193,0.7900658083603144,0.37026763,0.12280701754385964,1.0,0.7900658083603144,194.234,0.12280701754385964,1.0,[]
Cc1cc(OCc2cc(=O)n3ccsc3n2)cc(C)c1C,,Cc1cc(OCc2cc(=O)n3ccsc3n2)cc(C)c1C,0.4678718724181035,0.7454551895436765,0.9999035,0.13740458015267176,1.0,0.7454551895436765,300.3830000000001,0.13740458015267176,1.0,[]
COc1nc(N)nc(N2CCCCC2C)n1,,COc1nc(N)nc(N2CCCCC2C)n1,0.3020232365779594,0.8002248022972256,0.89512247,0.038461538461538464,1.0,0.8002248022972256,223.27999999999997,0.038461538461538464,1.0,[]
CCSCC(O)c1cccs1,,CCSCC(O)c1cccs1,0.2520005191585227,0.7832667929324648,0.25425538,0.08035714285714286,1.0,0.7832667929324648,188.317,0.08035714285714286,1.0,[]
CC(O)(c1ccc2c(c1)OCO2)C1CCC1,,CC(O)(c1ccc2c(c1)OCO2)C1CCC1,0.3862192946275618,0.8314821492713708,0.866082,0.08,1.0,0.8314821492713708,220.26799999999992,0.08,1.0,[]
CC(=O)N1CC2CC(C1)N(Cc1cnc(C)s1)C2,,CC(=O)N1CC2CC(C1)N(Cc1cnc(C)s1)C2,0.4094078401253872,0.8129635496471678,0.9975808,0.08461538461538462,1.0,0.8129635496471678,265.382,0.08461538461538462,1.0,[]
O=C(Oc1ccc2ccccc2c1)C1CCN(Cc2ccccc2Cl)CC1,,O=C(Oc1ccc2ccccc2c1)C1CCN(Cc2ccccc2Cl)CC1,0.44842630764317276,0.45408919732429365,0.9999843,0.19858156028368795,1.0,0.45408919732429365,379.88700000000006,0.19858156028368795,1.0,[]
CCN1CCC(C)(C)CC1CC(C)(C)C,,CCN1CCC(C)(C)CC1CC(C)(C)C,0.2511815995190658,0.6686552007314626,0.7406471,0.032,1.0,0.6686552007314626,211.39299999999997,0.032,1.0,[]
CCOc1ccc(N(CCNC)c2ncc(-c3ccccc3)cn2)cc1,,CCOc1ccc(N(CCNC)c2ncc(-c3ccccc3)cn2)cc1,0.5495722369267553,0.6689791331510707,0.99999887,0.24812030075187969,1.0,0.6689791331510707,348.45000000000005,0.24812030075187969,1.0,[]
Cc1cccc(C)c1OCC(=O)Nc1ccc2c(c1)OCCO2,,Cc1cccc(C)c1OCC(=O)Nc1ccc2c(c1)OCCO2,0.5644086619456748,0.9421607422195919,0.9999708,0.19083969465648856,1.0,0.9421607422195919,313.3530000000001,0.19083969465648856,1.0,[]
Cn1nccc1Nc1ccc(C(N)=S)nc1,,Cn1nccc1Nc1ccc(C(N)=S)nc1,0.4959423381135865,0.7794019824864374,0.9555127,0.16379310344827586,1.0,0.7794019824864374,233.3,0.16379310344827586,1.0,[]
O=S(=O)(Cc1cccc(Cl)c1)Nc1ccc(OCC2CCCO2)cc1,,O=S(=O)(Cc1cccc(Cl)c1)Nc1ccc(OCC2CCCO2)cc1,0.601817178253068,0.790929213106086,0.99998116,0.2755905511811024,1.0,0.790929213106086,381.88100000000026,0.2755905511811024,1.0,[]
